,full_name,spec,class,ad,q,a,e,dv,per,price,profit,moid,diameter,profitable
381,2733 Hamina (1938 DQ),Ld,MBA,2.668900360121922,2.023516201625404,2.346208280873663,0.1375376951308422,9.404846,1312.647971616649,5.231590886263424e-41,4.3302637451712326e-42,1.04046,7.366,0
380,2791 Paradise (1977 CA),Sa,MBA,2.809142454964256,1.98295060719863,2.396046531081443,0.1724073045010374,13.1759,1354.694284570118,5.22638910020147e-41,3.075050879730236e-42,1.00007,8.384,0
379,4039 Souseki (1987 SH),S,MBA,2.566874043543748,2.266078874208241,2.416476458875994,0.0622383818867037,9.497745,1372.057397994934,5.178504139522933e-41,4.2387841291817743e-42,1.27846,6.634,0
378,1798 Watts (1949 GC),S,MBA,2.467624727193298,1.929925838314325,2.198775282753811,0.1222723606856137,8.757087,1190.884646793729,5.171481910970403e-41,4.62712028989776e-42,0.939414,6.631,0
377,1856 Ruzena (1969 TW1),S,MBA,2.414671278657385,2.058643413750134,2.236657346203759,0.07958927314269465,8.97644,1221.7929375303,5.145788055168727e-41,4.4795326320147416e-42,1.05062,6.62,0
376,4188 Kitezh (1979 HX4),V,MBA,2.68550093122013,1.985701330993938,2.335601131107034,0.1498114534425018,8.949341,1303.756366619085,5.071526483195377e-41,4.425699600325178e-42,0.988022,6.588,0
375,2709 Sagan (1982 FH),S,MBA,2.348213327274665,2.041967042112777,2.195090184693721,0.06975710777109112,8.830114,1187.892057609602,5.004847154672341e-41,4.4370879331402914e-42,1.04343,6.559,0
374,2874 Jim Young (1982 TH),S,MBA,2.544638402969843,1.944313948913625,2.244476175941734,0.1337337550050705,8.736407,1228.20518583436,4.988840192978165e-41,4.473328576053899e-42,0.955196,6.552,0
373,4215 Kamo (1987 VE1),V,MBA,2.566254879579046,2.266945426813442,2.416600153196244,0.06192779810299434,9.540651,1372.162748418518,4.986556274109475e-41,4.0625586137642e-42,1.28205,6.551,0
371,2912 Lapalma (1942 DM),V,MBA,2.453129445759792,2.126543774968534,2.289836610364163,0.07131200307329354,9.316912,1265.625361333207,4.913838393813098e-41,4.109159782873453e-42,1.14321,6.519,0
370,7728 Giblin (1977 AW2),Sq,MBA,3.100423801679381,2.489851595701269,2.795137698690325,0.1092204162721929,9.940294,1706.880977522891,4.859766381985723e-41,3.783054664823226e-42,1.48347,6.495,0
369,2380 Heilongjiang (1965 SN),S,MBA,2.322798676038987,2.060963283951546,2.191880979995267,0.05972846940074425,8.846788,1185.287976616577,4.848551540917945e-41,4.289766775049542e-42,1.07635,6.49,0
368,3862 Agekian (1972 KM),S,MBA,3.173405101293794,1.912236941922022,2.542821021607908,0.2479860258851986,9.091134,1481.058171130414,4.844070439962307e-41,4.150558642273567e-42,0.895205,6.488,0
367,1324 Knysna (1934 LL),Sq,MBA,2.542139393700573,1.827787095537805,2.184963244619189,0.1634700949597142,8.408863,1179.681124095801,4.772747857271433e-41,4.47084167175977e-42,0.812575,6.456,0
366,6192 Javiergorosabel (1990 KB1),S,MBA,2.902395439679152,1.682838618089893,2.292617028884522,0.2659748240164291,8.565384,1267.931226421966,4.770530381145861e-41,4.373527813539773e-42,0.667252,6.455,0
365,5111 Jacliff (1987 SE4),R,MBA,2.65298061722409,2.057482460566577,2.355231538895334,0.1264203002599094,9.093488,1320.227696426469,4.752815293418706e-41,4.075895990399499e-42,1.05947,6.447,0
364,6908 Kunimoto (1990 WB3),S,MBA,3.006767643949235,2.489377802759247,2.748072723354241,0.09413685394731358,10.025886,1663.951865882714,4.743974219338906e-41,3.6618599183048514e-42,1.49778,6.443,0
363,2873 Binzel (1982 FR),Sq,MBA,2.607416122634876,1.894074159927839,2.250745141281357,0.1584679557057555,8.684053,1233.354460534259,4.706521964886399e-41,4.248427553931268e-42,0.877874,6.426,0
362,5965 (1990 SV15),Sa,MBA,2.877923683101821,2.594545838934699,2.73623476101826,0.05178244356154332,10.101068,1653.211663731881,4.683447614723508e-41,3.5876844580272815e-42,1.60531,8.083,0
361,3474 Linsley (1962 HE),Sa,MBA,3.088136583331715,2.023779649678474,2.555958116505094,0.2082109496983066,9.118085,1492.550472471622,4.678234774671282e-41,3.994361780612099e-42,1.01666,8.08,0
360,2575 Bulgaria (1970 PL),Sr,MBA,2.515798426780544,1.964149467048666,2.239973946914605,0.1231373607027288,8.766917,1224.511526376621,4.669267347200704e-41,4.170799600829205e-42,0.955978,6.409,0
359,5448 Siebold (1992 SP),S,MBA,2.54290700746163,1.900407094472863,2.221657050967247,0.1445992559267958,8.619836,1209.522511665607,4.662713479454641e-41,4.2448769630578536e-42,0.909346,6.406,0
358,2850 Mozhaiskij (1978 TM7),Ld,MBA,2.570991252846197,2.329848172646203,2.4504197127462,0.04920444423166648,9.824712,1401.067771536675,4.653441820564152e-41,3.676649453561882e-42,1.34751,7.084,0
357,7211 Xerxes (1240 T-1),S,MBA,3.254268712119554,2.347774925807311,2.801021818963432,0.1618148384591498,10.025828,1712.273615328923,4.634384249520468e-41,3.576685971343398e-42,1.34159,6.393,0
356,5159 Burbine (1977 RG),S,MBA,3.10242823666532,2.471264161465435,2.786846199065378,0.1132398471454143,10.257083,1699.291672232624,4.623519020479226e-41,3.486010187226644e-42,1.47891,6.388,0
355,1480 Aunus (1938 DK),S,MBA,2.442728871679872,1.96214626512968,2.202437568404776,0.1091024357385707,8.750559,1193.861196073628,4.61700804174861e-41,4.1340860846015975e-42,0.983446,6.385,0
354,2410 Morrison (1981 AF),Sl,MBA,2.354695409166562,2.076110468323128,2.215402938744845,0.06287455342125453,8.90556,1204.418778361234,4.61700804174861e-41,4.054599339598413e-42,1.07803,6.385,0
353,1747 Wright (1947 NH),Sl,MCA,1.897668145394066,1.520420954280434,1.70904454983725,0.1103678634794972,9.992923,816.0720473619879,4.5414977364840053e-41,3.557063035166191e-42,0.510856,6.35,0
352,4422 Jarre (1942 UA),S,MBA,2.638697288487603,1.83722239078339,2.237959839635497,0.1790637355303818,8.480585,1222.860339922091,4.511525661137726e-41,4.183210295526831e-42,0.836059,6.336,0
351,3493 Stepanov (1976 GR6),S,MBA,2.397693826778879,2.009330628827394,2.203512227803136,0.08812367661301271,8.925742,1194.735103239067,4.435060765548694e-41,3.885957864840878e-42,1.01768,6.3,0
350,3394 Banno (1986 DB),S,MBA,2.774966870829686,1.858309642469156,2.316638256649421,0.1978421157747564,8.718443,1287.910733940258,4.4308382389213225e-41,3.980147480923154e-42,0.867442,6.298,0
349,5318 Dientzenhofer (1985 HG1),Sk,MBA,2.593405035923292,1.986411413452064,2.289908224687678,0.1325366702314056,8.785488,1265.684735184811,4.365731378932282e-41,3.888716786264754e-42,0.997354,6.267,0
348,2189 Zaragoza (1975 QK),S,MBA,2.946812512184318,1.859006471067581,2.402909491625949,0.2263518548883551,9.461956,1360.518796488237,4.3407009686997514e-41,3.569743032541647e-42,0.867465,6.255,0
347,5379 Abehiroshi (1991 HG),V,MBA,2.52704776232027,2.265563906992131,2.396305834656201,0.05455978355234737,9.429048,1354.914200942707,4.338619430546901e-41,3.5789743291892145e-42,1.25289,6.254,0
346,3841 Dicicco (1983 VG7),S,MBA,2.638850563860179,1.908197169353681,2.27352386660693,0.1606874256387169,8.68924,1252.125047652331,4.334458350814047e-41,3.9091008053351026e-42,0.917088,6.252,0
341,3669 Vertinskij (1982 UO7),S,MBA,2.370538354288939,2.058111374853875,2.214324864571407,0.07054678029267743,8.96806,1203.539731860487,4.3157664143966944e-41,3.7615968780418836e-42,1.0761,6.243,0
340,4853 Marielukac (1979 ML),S,MBA,3.184396770280342,1.885917969875484,2.535157370077913,0.2560943189820504,8.979573,1474.367713571948,4.3074761658287944e-41,3.740443359190972e-42,0.878608,6.239,0
339,2468 Repin (1969 TO1),V,MBA,2.689382812199327,1.963581218268076,2.326482015233701,0.1559869341732999,8.87105,1296.128249359911,4.2764822928832616e-41,3.768040643579469e-42,0.95914,6.224,0
338,7562 Kagiroino-Oka (1986 WO9),Ld,MBA,2.834590317939995,2.703492755919357,2.769041536929676,0.02367201074311061,10.280474,1683.033003969797,4.272189071759812e-41,3.213548932715989e-42,1.72298,6.885,0
337,1494 Savo (1938 SJ),Sa,MBA,2.476458198644581,1.903877436248068,2.190167817446325,0.1307161848136655,8.51086,1183.898625988078,4.2150207088006856e-41,3.8937595268354876e-42,0.905267,7.804,0
336,5069 Tokeidai (1991 QB),S,MBA,2.547953279055419,1.954488697949147,2.251220988502283,0.1318094900805583,8.768988,1233.745610536254,4.1864253494488513e-41,3.7381944133566655e-42,0.946618,6.18,0
335,4516 Pugovkin (1973 SN6),Sa,MBA,2.809283594713571,2.74457202702482,2.776927810869196,0.01165164744928967,10.402038,1690.228077601894,4.182697071710154e-41,3.1086907355605153e-42,1.75796,7.784,0
334,6669 Obi (1994 JA1),S,MBA,2.67231808086619,1.731373822372295,2.201845951619243,0.2136716825720535,8.282808,1193.380187508918,4.166135762787681e-41,3.971853633813485e-42,0.728566,6.17,0
333,5142 Okutama (1990 YD),Sq,MBA,3.240880915706413,1.837468539710096,2.539174727708255,0.276352068386994,8.730118,1477.873654667634,4.1257534691499523e-41,3.694756472634908e-42,0.84487,6.15,0
332,1706 Dieckvoss (1931 TS),S,MBA,2.369128867699114,1.882250335441853,2.125689601570484,0.1145224899951409,8.400437,1132.004619083556,4.047760214075623e-41,3.7979423690255676e-42,0.86675,6.111,0
331,1045 Michela (1924 TR),S,MBA,2.735523839104215,1.981425687629037,2.358474763366626,0.1598698792940938,8.756098,1322.955624702622,4.0338663124439683e-41,3.604249284949956e-42,0.996277,6.104,0
330,1593 Fagnes (1951 LB),S,MCA,2.850511788463677,1.599410026575975,2.224960907519826,0.2811514030784278,8.27401,1212.221560669698,4.016049490474329e-41,3.834179769873232e-42,0.583741,6.095,0
329,2955 Newburn (1982 BX1),S,MBA,2.432134792408425,1.92827137439559,2.180203083402007,0.115554239384572,8.598992,1175.828144346084,3.879261711425997e-41,3.542461298465793e-42,0.91474,6.025,0
324,5196 Bustelli (3102 T-2),S,MBA,3.078068621977861,2.318673637374255,2.698371129676058,0.1407135912943845,10.387538,1619.015286420789,3.7248975164306777e-41,2.774913080383274e-42,1.36934,5.944,0
323,4718 Araki (1990 VP3),Sl,MBA,2.735308961365228,1.985783137859624,2.360546049612426,0.1587611103008705,9.101467,1324.69879875336,3.7248975164306777e-41,3.1916078770514467e-42,0.993888,5.944,0
322,4280 Simonenko (1985 PF2),S,MBA,2.401926250988423,2.352492513329874,2.377209382159148,0.01039743028728299,9.625211,1338.750297367018,3.721138790663438e-41,3.0049937989848474e-42,1.3592,5.942,0
321,3175 Netto (1979 YP),S,MBA,2.864646406240405,1.862535825827444,2.363591116033924,0.2119889886230598,8.499234,1327.2628854197,3.721138790663438e-41,3.437950353286006e-42,0.869666,5.942,0
320,3782 Celle (1986 TE),V,MBA,2.643046714766886,2.188605649248713,2.4158261820078,0.09405500050100576,9.356659,1371.503601686931,3.687423980720954e-41,3.0661069839798866e-42,1.17603,5.924,0
319,3265 Fletcher (1953 VN2),V,MBA,2.75477895350395,2.066487687210103,2.410633320357026,0.1427615018181006,9.210506,1367.083871551159,3.6594843661756403e-41,3.094418902931438e-42,1.07685,5.909,0
318,4287 Trisov (1989 RU2),S,MBA,2.619673045354348,1.796273832733851,2.207973439044099,0.1864603980419645,8.400687,1198.365214145128,3.642788535625804e-41,3.415675637074971e-42,0.790948,5.9,0
317,2795 Lepage (1979 YM),V,MBA,2.360258403787555,2.23098223308415,2.295620318435852,0.02815713244590225,9.443405,1270.423494892645,3.6095493733793903e-41,2.9757538266598436e-42,1.25084,5.882,0
316,3209 Buchwald (1982 BL1),S,MBA,2.309568468229022,2.074697860403901,2.192133164316461,0.05357124549921145,9.016187,1185.492540398152,3.493003951400529e-41,3.0276490512788986e-42,1.08634,5.818,0
315,3121 Tamines (1981 EV),S,MBA,2.418137338473407,2.036901333449172,2.227519335961289,0.08557411800416814,9.026321,1214.313017751844,3.4768187864188394e-41,3.009005273536345e-42,1.04267,5.809,0
314,3849 Incidentia (1984 FC),V,MBA,2.592823619698401,2.355413466385823,2.474118543042112,0.0479787344830828,9.72943,1421.442129767693,3.45710491254671e-41,2.7583667504050853e-42,1.38057,5.798,0
313,3831 Pettengill (1986 TP2),S,MBA,2.591856100293731,1.74289974849437,2.167377924394051,0.1958487124567144,8.192126,1165.468111547775,3.4179010056167573e-41,3.302130891659837e-42,0.728684,5.776,0
312,6211 Tsubame (1991 DO),Sr,MBA,3.013262154956911,2.499999069200597,2.756630612078754,0.09309609410621517,10.244071,1671.730587669469,3.3754723770312085e-41,2.5487628678765233e-42,1.50753,5.752,0
311,1563 Noel (1943 EG),Sa,MBA,2.379612892421406,2.002570887504363,2.191091889962885,0.08603975183428524,8.904558,1184.647968272335,3.357248154821323e-41,2.949553015194019e-42,1.01618,7.234,0
310,1917 Cuyo (1968 AA),Sl,AMO,3.235262599198014,1.062363921837145,2.14881326051758,0.5056043531762011,9.060428,1150.526006664549,3.2847513001726053e-41,2.8419017986564195e-42,0.071629,5.7,0
308,4374 Tadamori (1987 BJ),S,MBA,2.602859732293172,1.842856431324999,2.222858081809086,0.1709518271066679,8.486369,1210.503448497053,3.262327904937483e-41,3.022947623177524e-42,0.858572,5.687,0
307,5230 Asahina (1988 EF),S,MCA,3.297210139317122,1.503843604312138,2.40052687181463,0.3735360257911475,9.648388,1358.495751908493,3.2520131572234294e-41,2.6238476772085827e-42,0.676054,5.681,0
306,2881 Meiden (1983 AA1),S,MBA,2.595675389999315,1.899635613364202,2.247655501681758,0.1548368457965012,8.622286,1230.815759449266,3.2365818376367144e-41,2.9449152141872395e-42,0.914948,5.672,0
305,4706 Dennisreuter (1988 DR),S,MBA,2.663541429209318,1.871940763812765,2.267741096511042,0.1745350619200852,8.818412,1247.350865265958,3.1517404822426397e-41,2.7969889213506134e-42,0.908829,5.622,0
304,6592 Goya (1986 TB12),Sq,MBA,3.200836404900175,2.3140949875436,2.757465696221888,0.1607892019421192,9.654489,1672.490287620628,3.0289163769819166e-41,2.4309439479923718e-42,1.33055,5.548,0
301,1932 Jansky (1971 UB1),Sl,MBA,2.74889663913869,1.994711494476555,2.371804066807623,0.1589897654735969,8.810307,1334.186804241968,2.814703677236246e-41,2.4976227414371042e-42,1.01024,5.414,0
300,4179 Toutatis (1989 AC),Sk,APO,4.122170177225009,0.9398164707421598,2.530993323983584,0.6286768274588087,6.590497,1470.736688429472,2.792924563727458e-41,3.768684879834685e-42,0.00609937,5.4,0
299,3364 Zdenka (1984 GF),S,MBA,2.428177835212286,1.96963410095615,2.198905968084218,0.1042663353757775,8.80585,1190.990819625881,2.791373226290012e-41,2.4822490976806493e-42,0.962962,5.399,0
297,3592 Nedbal (1980 CT),S,MBA,2.79475815135651,1.896212785488787,2.345485468422649,0.1915478432855094,9.038882,1312.041423664811,2.7221561054715715e-41,2.3504022974659586e-42,0.933288,5.354,0
296,4909 Couteau (1949 SA1),S,MBA,2.8330732010355,1.713450383104692,2.273261792070096,0.246259102633148,8.116522,1251.908550715639,2.676652959885521e-41,2.612772905092291e-42,0.707637,5.324,0
295,11906 (1992 AE1),Sq,MBA,3.26570212408139,2.202515876921237,2.734109000501313,0.1944301136065189,9.889461,1651.285486118435,2.63315133203478e-41,2.062337767693456e-42,1.22432,5.295,0
294,2746 Hissao (1979 SJ9),Sr,MBA,2.438874105711096,2.057166943375485,2.248020524543291,0.08489850474411453,8.941688,1231.115601304803,2.524288599162312e-41,2.2064290933482687e-42,1.07199,5.221,0
293,3813 Fortov (1970 QA1),S,MBA,2.575778044772524,1.806093326647219,2.190935685709871,0.1756520565951538,8.343643,1184.521289135498,2.522838414249961e-41,2.3845802018741324e-42,0.790936,5.22,0
292,6146 Adamkrafft (3262 T-2),Sq,MBA,2.925919077627175,1.701676955208095,2.313798016417635,0.264552504957742,8.146342,1285.542957407362,2.501152243365681e-41,2.4299942974277857e-42,0.68907,5.205,0
291,2704 Julian Loewe (1979 MR4),V,MBA,2.614362844055423,2.15727523977028,2.385819041912852,0.09579259706106376,9.243352,1346.029808330251,2.492512692315774e-41,2.0999143077573385e-42,1.17934,5.199,0
290,4951 Iwamoto (1990 BM),S,MBA,2.632934866767784,1.879739527640554,2.256337197204169,0.1669066441089824,8.77044,1237.953783555694,2.482458388949988e-41,2.21643630525222e-42,0.897542,5.192,0
288,3824 Brendalee (1929 TK),S,MBA,2.78794650968679,1.721031614270762,2.254489061978776,0.2366201090546855,8.131944,1236.433108297943,2.4695712052640113e-41,2.4054307963724577e-42,0.73879,5.183,0
287,3792 Preston (1985 FA),S,MBA,2.7971565437086,1.787307299533715,2.292231921621158,0.2202764115292224,10.982782,1267.611764637041,2.4382571330348724e-41,1.7240596359272873e-42,0.866918,5.161,0
286,5227 Bocacara (1986 PE),S,MBA,2.488793224382405,2.092942876366433,2.290868050374419,0.0863974570580953,9.362367,1266.480595035834,2.4226998550051237e-41,2.0156730470858937e-42,1.1049,5.15,0
285,4434 Nikulin (1981 RD5),V,MBA,2.7630569859394,2.119283175325682,2.441170080632541,0.1318576316581159,9.253046,1393.142318473173,2.3750323726634885e-41,1.9978767322774777e-42,1.12099,5.116,0
284,3249 Musashino (1977 DT4),S,MBA,2.923776260083846,1.769392919598112,2.346584589840979,0.2459709625392118,8.329569,1312.963788212806,2.363908117375288e-41,2.236032301629945e-42,0.775498,5.108,0
283,2335 James (1974 UB),Sa,MCA,2.888029260110606,1.359527596202592,2.123778428156599,0.3598543152250411,12.937745,1130.478311496951,2.2890352472395638e-41,1.3770876846869705e-42,0.620346,6.367,0
282,3309 Brorfelde (1982 BH),S,IMB,1.914548394034557,1.720479749365738,1.817514071700147,0.05338848476900184,10.586179,894.9836465901985,2.268048909413977e-41,1.6726723610270936e-42,0.728694,5.038,0
281,4650 Mori (1950 TF),S,MBA,2.568174126132635,1.905193482329831,2.236683804231233,0.1482061618518931,8.634881,1221.814616975363,2.2518807010409934e-41,2.0457994242248296e-42,0.919215,5.026,0
280,3873 Roddy (1984 WB),S,MCA,2.144764469500279,1.639273358978915,1.892018914239598,0.1335851102536469,10.698294,950.5755453342673,2.2451666902597825e-41,1.6369290243783877e-42,0.787059,5.021,0
279,3658 Feldman (1982 TR),S,MBA,2.327717571043286,2.044572231726762,2.186144901385024,0.06475905122691958,8.88096,1180.638233995945,2.2451666902597825e-41,1.9782382957981058e-42,1.06237,5.021,0
278,4774 Hobetsu (1991 CV1),S,MBA,2.429055390449327,2.044713710126336,2.236884550287831,0.08591003953993413,8.893773,1221.979110478525,2.2398051004312537e-41,1.969428591006099e-42,1.05586,5.017,0
277,4678 Ninian (1990 SS4),S,MBA,2.749737372972505,1.779349386745031,2.264543379858768,0.2142568773153717,8.312579,1244.713482048738,2.2211067648033577e-41,2.1072925591574476e-42,0.775379,5.003,0
276,5892 Milesdavis (1981 YS1),S,MCA,3.104855169308049,1.664413376917115,2.384634273112582,0.3020257254188448,8.151139,1345.027299697784,2.1827061343119553e-41,2.1182491407498374e-42,0.687251,4.974,0
273,3900 Knezevic (1985 RK),V,MBA,2.699285815881871,2.042537834508177,2.370911825195024,0.138501140024402,9.128178,1333.434019658783,2.16301858541756e-41,1.847227710459647e-42,1.05599,4.959,0
271,2750 Loviisa (1940 YK),S,MBA,2.379181940267985,2.045593248019357,2.212387594143671,0.07539110532251625,8.959618,1201.960646562331,2.1162522531769253e-41,1.8464421700059938e-42,1.06863,4.923,0
269,3122 Florence (1981 ET3),S,AMO,2.517236110293106,1.020542928097164,1.768889519195135,0.4230601080379949,8.170766,859.3092562874481,2.08672955086859e-41,2.0344520998754236e-42,0.0441982,4.9,0
268,2508 Alupka (1977 ET1),V,MBA,2.669533022162086,2.066967838745513,2.368250430453799,0.1272173701877279,9.136645,1331.189441328687,2.0816233633705524e-41,1.7759389231277617e-42,1.06035,4.896,0
267,2280 Kunikov (1971 SL2),Sa,MBA,2.485988289580321,1.872595932558691,2.179292111069506,0.1407320188757539,8.468508,1175.091262298659,2.0528302746652433e-41,1.9074364409336942e-42,0.875395,6.14,0
266,4033 Yatsugatake (1986 FA),S,MBA,2.444671188019431,2.035486560103567,2.240078874061499,0.0913326384740126,8.949174,1224.597567113133,1.9383587420812213e-41,1.6929148875385035e-42,1.03032,4.781,0
265,2789 Foshan (1956 XA),S,MBA,2.591410249751707,1.863453015449422,2.227431632600565,0.163407312630373,8.489424,1214.24130235799,1.9201715919789469e-41,1.7784062404833352e-42,0.868361,4.766,0
260,4733 ORO (1982 HB2),Sq,MBA,2.34559408330893,2.025142636874433,2.185368360091682,0.07331749015096325,8.873686,1180.009227482944,1.8662934312413152e-41,1.6459120869185402e-42,1.02252,4.721,0
259,4072 Yayoi (1981 UJ4),S,MBA,2.283641936361454,2.006175729208015,2.144908832784735,0.06468018661501902,8.702978,1147.391645570718,1.8344555034806897e-41,1.653379726091907e-42,1.01865,4.694,0
258,4116 Elachi (1982 SU),Sl,IMB,2.02314207960991,1.721559344038012,1.872350711823961,0.08053585625475845,11.237405,935.7917822716066,1.8332833274755892e-41,1.2722213082209211e-42,0.746764,4.693,0
257,4900 Maymelou (1988 ME),V,MBA,2.685591471533797,2.073566248108917,2.379578859821357,0.1285994832444483,9.146308,1340.752390202973,1.7879569718114995e-41,1.523520327154226e-42,1.06788,4.654,0
256,4001 Ptolemaeus (1949 PV),S,MBA,2.680590301651456,1.893859740022389,2.287225020836922,0.1719836383525556,8.677524,1263.460784625975,1.7730159048105997e-41,1.6012685645592832e-42,0.884255,4.641,0
255,2078 Nanking (1975 AD),Sq,MCA,3.256388804723112,1.480332019286373,2.368360412004743,0.3749549216483828,9.484963,1331.282173062568,1.7707246935006547e-41,1.4547105060055965e-42,0.634139,4.639,0
254,6455 (1992 HE),S,APO,3.523585732326543,0.9577683686357821,2.240677050481162,0.5725540329740463,12.423113,1225.088112979683,1.7558799166287465e-41,1.1014318143171004e-42,0.289287,4.626,0
253,5108 Lubeck (1987 QG2),S,MBA,2.557477617275384,2.051963421720594,2.304720519497989,0.1096693050801883,9.099592,1277.9852152049,1.745651515715029e-41,1.4966403782054174e-42,1.07177,4.617,0
252,2579 Spartacus (1977 PA2),V,MBA,2.375649701732236,2.04477753644041,2.210213619086323,0.07485072086122711,8.994536,1200.18944441085,1.7309474012897447e-41,1.5039798303499457e-42,1.03098,4.604,0
251,5051 Ralph (1984 SM),Sr,MBA,2.621242766877902,1.96601745187073,2.293630109374316,0.1428358723425357,8.868914,1268.771745094136,1.716326090841477e-41,1.5130911085592754e-42,0.957436,4.591,0
250,3417 Tamblyn (1937 GG),S,MBA,2.973191666904934,1.873342287206308,2.423266977055621,0.2269352469439816,8.870192,1377.84486780354,1.7051351279981133e-41,1.5016882163345326e-42,0.886787,4.581,0
248,5482 Korankei (1990 DX),Sa,MBA,3.002055057208467,2.041754260925657,2.521904659067062,0.1903919707730064,9.05903,1462.821796550465,1.632024573600737e-41,1.4034430295620145e-42,1.03356,5.688,0
247,4910 Kawasato (1953 PR),S,MCA,3.234304219693469,1.648662205041256,2.441483212367363,0.3247292479055608,8.169243,1393.410377055014,1.4934556772742033e-41,1.4450167192361702e-42,0.639941,4.383,0
246,5195 Kaendler (3289 T-1),Sl,MBA,2.446444973904828,1.878526057392364,2.162485515648596,0.1313116116623161,8.484737,1161.524133413848,1.448928238529392e-41,1.3435792980136105e-42,0.872381,4.339,0
245,5510 (1988 RF7),S,MCA,2.72588407721272,1.655129587503797,2.190506832358259,0.2444079319661763,8.047519,1184.173519183279,1.4240274090600413e-41,1.4057488931494235e-42,0.654182,4.314,0
244,17480 (1991 PE10),S,MBA,3.274629465265214,2.304813532778732,2.789721499021973,0.1738194892978533,9.90969,1701.922190550938,1.4111924811090073e-41,1.1023515819661492e-42,1.31191,4.301,0
243,1980 Tezcatlipoca (1950 LA),Sl,AMO,2.333059120776495,1.085982827971388,1.709520974373941,0.3647443674277847,9.507698,816.413311586261,1.4102083859693575e-41,1.1638827664807618e-42,0.245309,4.3,0
242,3654 AAS (1949 QH1),Sq,MBA,2.717690313267356,1.805740512018167,2.261715412642761,0.2016057803186647,8.32299,1242.382608345379,1.3906224402062188e-41,1.3173908246497157e-42,0.808437,4.28,0
241,4849 Ardenne (1936 QV),S,MBA,2.531125103882655,2.02637136038091,2.278748232131782,0.110752415818562,8.854856,1256.44344226684,1.3094044775948765e-41,1.1564068387491825e-42,1.02282,4.195,0
238,3972 Richard (1981 JD3),S,MBA,2.54768148190192,1.778995407033994,2.163338444467957,0.1776620012540324,8.257772,1162.211394726384,1.2440387151092882e-41,1.1905416628386412e-42,0.769992,4.124,0
237,2902 Westerlund (1980 FN3),Sq,MBA,2.640604771817536,1.764958186986153,2.202781479401844,0.1987592943329906,8.262281,1194.140839429622,1.2404223257626228e-41,1.1859307252151366e-42,0.755807,4.12,0
236,4824 Stradonice (1986 WL1),Sr,MBA,2.417205559655798,2.160236038772255,2.288720799214026,0.05613824127691541,9.325961,1264.700386927203,1.2395193248329565e-41,1.0354674343380544e-42,1.17961,4.119,0
235,5184 Cavaille-Coll (1990 QY7),S,MBA,2.227600556352076,2.085118047176294,2.156359301764185,0.03303774771189872,8.95114,1156.591820664273,1.2002197402649372e-41,1.0488529095191249e-42,1.09221,4.075,0
234,4491 Otaru (1988 RP),Sa,MBA,2.236656306815771,2.10985552513405,2.173255915974911,0.0291729981613416,8.99841,1170.21249945809,1.1861240221285017e-41,1.0304734009138969e-42,1.11354,5.114,0
233,3636 Pajdusakova (1982 UJ2),S,MBA,2.677778079840934,1.876291594936822,2.277034837388878,0.1759934612645613,8.562671,1255.026625676113,1.1826343847564225e-41,1.0842297524517637e-42,0.897768,4.055,0
232,3216 Harrington (1980 RB),S,MBA,3.121656872772173,1.671140134550229,2.396398503661201,0.3026451435364057,8.190502,1354.992796773169,1.1600313556279547e-41,1.1191840769950215e-42,0.664106,4.029,0
231,3255 Tholen (1980 RA),S,MCA,3.235522580557771,1.510953077751268,2.373237829154519,0.3633368475802721,9.781669,1335.396766665117,1.1548565022072096e-41,9.18819120855998e-43,0.667122,4.023,0
230,4311 Zguridi (1978 SY6),V,MBA,2.802666599860038,2.08102084187213,2.441843720866084,0.1477665732293364,9.161827,1393.71901413093,1.0956160083404233e-41,9.314023579073333e-43,1.07977,3.953,0
226,4682 Bykov (1973 SO4),S,MBA,2.715178967055195,1.824932713729495,2.270055840392345,0.196084659567633,8.427373,1249.261159025579,1.079893663687087e-41,1.0082783600479259e-42,0.839711,3.934,0
225,2818 Juvenalis (2580 P-L),S,MBA,2.734206219702615,2.017675812522206,2.375941016112411,0.1507887616572273,8.888352,1337.678999913119,1.0610634969434806e-41,9.324572170617137e-43,1.02888,3.911,0
224,4977 Rauthgundis (2018 P-L),V,MBA,2.547272398203081,2.036999480163845,2.292135939183463,0.1113094797992243,9.024988,1267.532147566615,1.021679629796538e-41,8.838085140354073e-43,1.02864,3.862,0
223,22449 Ottijeff (1996 VC),S,MCA,3.16922958568486,1.515039079287338,2.342134332486099,0.35313741049209,9.820547,1309.230539726317,1.0169251820800564e-41,8.05941627613437e-43,0.649918,3.856,0
221,4817 Gliba (1984 DC1),Sl,MBA,2.838454362284044,1.854898064807958,2.346676213546001,0.2095636994568285,8.493366,1313.040687069317,9.67125673244881e-42,8.943616287815871e-43,0.86763,3.792,0
220,4536 Drewpinsky (1987 DA6),S,MBA,2.376968977867258,2.013672721069311,2.195320849468285,0.08274331674250232,8.826187,1188.079301888024,9.13812167131987e-42,8.105588002346184e-43,1.0179,3.721,0
219,6053 (1993 BW3),Sq,APO,3.281947878707642,1.011312914123585,2.146630396415613,0.5288835396106156,8.483433,1148.773315507068,9.130756178656208e-42,8.495378183273604e-43,0.221011,3.72,0
