,full_name,spec,class,ad,q,a,e,dv,per,price,profit,moid,diameter,profitable
318,3575 Anyuta (1984 DU2),X,MBA,3.087283918526146,2.412789056773963,2.750036487650055,0.1226338022752107,10.029982,1665.735766790486,211998071800768.38,16358437988248.316,1.40391,11.735,1
319,7763 Crabeels (1990 UT5),L,MBA,2.931592739392611,2.550165364589601,2.740879051991106,0.06958121237161562,10.087371,1657.422515747949,217164722834432.0,16658520009531.117,1.53336,7.797,1
320,3007 Reaves (1979 UC),X,MBA,2.682646273796724,2.053655066653299,2.368150670225012,0.1328021935115432,9.277256,1331.105329638263,218900395783574.2,18376232257590.617,1.05818,11.861,1
321,1931 Capek (1969 QB),C,MBA,3.231915245445767,1.850895845130365,2.541405545288066,0.2717038614470452,8.896783,1479.821683594965,226730401187842.16,19887682326401.285,0.845107,6.628,1
322,3137 Horky (1982 SM1),C,MBA,2.856694771221921,1.945544090920368,2.401119431071145,0.1897345605784978,8.733675,1358.998790793704,232630413175849.8,20838484549426.246,0.959272,6.685,1
323,4969 Lawrence (1986 TU),C,MBA,3.756649635476999,1.757271788180055,2.756960711828527,0.3626054297253435,12.520334,1672.030875110722,235460521036037.7,14555005060826.266,0.924334,6.712,1
324,3375 Amy (1981 JY1),C,MBA,2.226589079480596,2.1167407699036,2.171664924692098,0.02529126577677963,8.936681,1168.92770569398,236408965977492.25,20691900092687.664,1.12343,6.721,1
325,7245 (1991 RN10),L,MBA,3.081783280848043,2.45184290532603,2.766813093087036,0.1138386212454931,9.96972,1681.001728995479,241500604312933.94,18747106147078.094,1.45026,8.078,1
326,5103 Divis (1986 RP1),X,MBA,2.784924504450502,2.7137542324091,2.749339368429801,0.01294315879273381,10.35938,1665.102424561849,243462603421347.8,18174404305972.29,1.70233,12.289,1
327,4726 Federer (1976 SV10),L,MBA,2.938094973168149,2.528905497741875,2.733500235455012,0.07484716301079103,9.956826,1650.734014545464,265387090496746.3,20632015879954.484,1.51283,8.336,1
328,5294 Onnetoh (1991 CB),X,MBA,3.240922364762391,2.493818959310176,2.867370662036283,0.1302767401759028,11.328479,1773.471374450323,265869842051942.8,18122571620495.266,1.53679,12.655,1
329,2925 Beatty (1978 VC5),Cgh,MBA,2.841493079627844,1.932038891172276,2.38676598540006,0.1905201838007445,8.69021,1346.831256766831,278817992021128.66,25117564216027.145,0.947972,7.101,1
330,3579 Rockholt (1977 YA),B,MBA,3.707845707409798,1.760176697667777,2.734011202538788,0.3561925803254622,12.442152,1651.196888199374,292985623045421.06,18226881695069.234,0.95351,7.226,1
331,3435 Boury (1981 XC2),C,MBA,2.430847218933094,2.218009176492717,2.324428197712905,0.04578288171039153,9.556984,1294.412295852689,296862932091123.7,24164072069348.49,1.24574,7.251,1
332,5087 Emel'yanov (1978 RM2),X,MBA,2.758369499107641,2.729548290149887,2.743958894628764,0.005251756688879381,10.384351,1660.216893466835,297081255925953.2,22123823326205.24,1.71999,13.132,1
333,1251 Hedera (1933 BE),X,MBA,3.144360025095911,2.287076297263582,2.715718161179746,0.157837389035229,9.684174,1634.652608326804,304402472444652.06,24361130156308.58,1.28529,13.239,1
334,2681 Ostrovskij (1975 VF2),Xk,MBA,3.273465874153856,2.227315244649692,2.750390559401774,0.1901821953845907,9.484876,1666.057476502629,308420782967260.5,25218237552294.375,1.2461,13.297,1
335,4737 Kiladze (1985 QO6),L,MBA,2.905085367573103,2.48334863123099,2.694216999402046,0.0782670320237221,9.95431,1615.278025540148,312322115958651.94,24295198753182.42,1.46752,8.801,1
337,4619 Polyakhova (1977 RB7),L,MBA,2.769220251062574,2.607899267193081,2.688559759127827,0.03000137588941401,10.072132,1610.193124833044,340263932450182.5,26151437944247.777,1.62498,9.056,1
338,5632 Ingelehmann (1993 GG),Xc,MBA,2.972744538646059,2.515868036523593,2.744306287584826,0.08324080008659464,11.470181,1660.532185676318,345200131947811.9,23256998652714.996,1.50139,13.375,1
339,6354 Vangelis (1934 GA),Cb,MBA,3.233254673535818,2.07897604480832,2.656115359172069,0.2172869910829656,11.758466,1581.134542456886,346902846596295.25,22826588357786.26,1.23021,7.641,1
340,1592 Mathieu (1951 LA),X,MBA,3.610320871590377,1.921127906925074,2.765724389257725,0.3053798439255646,9.639508,1680.009649164913,348901004203468.56,28072738165146.62,0.904124,13.855,1
341,5143 Heracles (1991 VL),O,APO,3.249370356886641,0.417882640528224,1.833626498707433,0.7721004573053457,9.635808,906.9111507173051,371729689555276.1,30330805454084.05,0.0584024,4.843,1
343,3567 Alvema (1930 VD),Xc,MBA,3.656672064002451,1.915026071504329,2.78584906775339,0.3125880028207429,9.026869,1698.379746041185,381807558550385.0,32914989866598.504,0.931584,13.832,1
344,4701 Milani (1986 VW6),Xe,MBA,3.082501913844744,2.323686116290137,2.70309401506744,0.1403606003573789,9.637662,1623.267723242862,396796379331534.4,31914820057018.93,1.33239,14.462,1
346,1998 Titius (1938 DX1),Xc,MBA,2.573002888783904,2.264824642350073,2.418913765566989,0.06370178441677406,9.671018,1374.133748310952,416775830193509.75,33479720953975.7,1.26648,14.242,1
347,1730 Marceline (1936 UA),Xe,MBA,3.405588763688996,2.167024543449453,2.786306653569225,0.2222591362391783,9.719909,1698.798210775558,460967721376150.1,36743184214674.53,1.18501,15.203,1
348,4304 Geichenko (1973 SW4),C,MBA,2.815614071129215,2.088278466223477,2.451946268676346,0.1483180145905854,9.075765,1402.377225613099,466824940847613.2,40082981962261.05,1.09039,8.432,1
349,1490 Limpopo (1936 LB),Xc,MBA,2.717921172379261,1.989190521356716,2.353555846867989,0.1548148203052647,9.289328,1318.818980483067,471891786161936.2,39569063957921.93,1.01141,14.844,1
350,3349 Manas (1979 FH2),L,MBA,2.822784777176509,2.655365431431436,2.739075104303972,0.03056129156188596,10.234169,1655.786501475765,494677052922846.25,37390129072328.266,1.65031,10.259,1
351,11785 Migaic (1973 AW3),Xc,MBA,2.968723216132056,2.593501413930014,2.781112315031035,0.06745894442559673,10.342677,1694.049979373612,498014087542639.06,37230437907460.92,1.61949,15.113,1
355,620 Drakonia (1906 WE),M,MBA,2.765083488061277,2.106940532150751,2.436012010106014,0.1350861476011122,9.364899,1388.729191439072,514947993867465.75,42775711486399.46,1.09966,11.385,1
356,2606 Odessa (1976 GX2),Xk,MBA,3.488067586210069,2.028731248551267,2.758399417380668,0.2645259291427353,9.733938,1673.339856717536,528315275656684.75,42070547340943.77,1.02971,15.91,1
357,4369 Seifert (1982 OR),Xk,MBA,3.26886561386257,1.950104470742013,2.609485042302291,0.2526860897345945,9.468351,1539.680624393895,539248360321771.44,44241150430913.625,0.989422,16.019,1
358,3406 Omsk (1969 DA),X,MBA,3.164610341137299,2.429225406156004,2.796917873646652,0.1314634480172441,10.110807,1708.511861675323,543196533572267.7,41558525987864.7,1.43032,16.058,1
359,4426 Roerich (1969 TB6),L,MBA,2.937452579470972,2.567190628269577,2.752321603870275,0.06726356954084471,10.025667,1667.812388564249,552018973172440.44,42607012712644.17,1.55103,10.641,1
360,2720 Pyotr Pervyj (1972 RV3),C,MBA,2.804250623088536,1.856933057730355,2.330591840409445,0.2032354076189835,8.519839,1299.564260671484,555078312366358.25,51157121936615.875,0.852253,8.933,1
361,2507 Bobone (1976 WB1),Xe,MBA,3.008237637442757,2.554371099194383,2.78130436831857,0.08159238942316095,10.500011,1694.22545960294,557012032326439.5,41009616137742.56,1.56873,16.193,1
362,12281 Chaumont (1990 WA5),X,MBA,2.775539659325971,2.701389398155166,2.738464528740568,0.01353865649757156,10.42124,1655.232887721972,559595891553911.25,41525786113766.94,1.68662,16.218,1
363,1858 Lobachevskij (1972 QL),L,MBA,2.908704894533629,2.487388030369572,2.6980464624516,0.07807813357321207,9.871153,1618.723096042276,572180174998767.8,44892407152412.29,1.47048,10.769,1
364,2567 Elba (1979 KA),Xc,MBA,3.12435282213234,2.346919483983666,2.735636153058003,0.1420937022782851,9.999787,1652.669182025585,584105167543429.4,45219178182242.0,1.33637,15.938,1
365,6005 (1989 BD),C,MBA,3.109551195715043,2.289245527725591,2.699398361720317,0.1519423141878684,9.787512,1619.939879020831,602210560066571.8,47674831624925.66,1.31704,9.179,1
366,1860 Barbarossa (1973 SK),X,MBA,3.084065883937558,2.05160754625794,2.567836715097749,0.2010366024461793,9.478518,1502.967304546956,622028773098416.9,50977165867539.14,1.0375,16.8,1
367,815 Coppelia (1916 YU),Xe,MBA,2.860964366990327,2.45646374002344,2.658714053506884,0.07607072795837991,10.733847,1583.455539292258,629724577596399.1,45387007550239.34,1.50174,16.869,1
368,1989 Tatry (1955 FG),C,MBA,2.531675339333999,2.171305011340496,2.351490175337248,0.0766259480420366,9.47262,1317.083107729077,646557577719430.6,53104659936098.72,1.20445,9.399,1
369,2861 Lambrecht (1981 VL2),Xc,MBA,2.650786940123131,2.295495775701211,2.473141357912171,0.07182993468716595,9.526612,1420.600087484544,657095957156208.9,53587900381083.04,1.30788,16.576,1
370,6500 Kodaira (1993 ET),B,MCA,3.904384180188477,1.605321592282964,2.754852886235721,0.4172750202728596,11.708985,1670.11372278952,663039099972669.4,43859296008346.86,0.818484,9.487,1
371,4461 Sayama (1990 EL),X,MBA,3.22294184517864,2.478546956349834,2.850744400764237,0.1305614927506735,11.044357,1758.068719690335,671375197461481.8,46953021606166.266,1.47301,17.233,1
372,2065 Spicer (1959 RN),Xc,MBA,3.329665649835515,2.065296546006946,2.697481097921231,0.2343610683320328,9.277546,1618.214327554633,674491252393792.6,56482192075278.78,1.08079,16.721,1
373,4082 Swann (1984 SW3),Ch,MBA,3.00713428238674,1.771802300966497,2.389468291676619,0.2584951609785638,8.761012,1349.1192359184,675031981772042.8,60291205595140.805,0.808239,9.535,1
374,2772 Dugan (1979 XE),B,MBA,2.787468751034697,1.840756921489449,2.314112836262073,0.2045517864795321,8.907977,1285.80533653288,685941968354019.5,60187882858741.31,0.872874,9.595,1
375,1014 Semphyra (1924 PW),Xe,MBA,3.36582013674404,2.245843835693055,2.805831986218548,0.1995800722480874,9.483863,1716.686214392579,701501427620136.6,57343185450980.8,1.26255,17.487,1
376,3686 Antoku (1987 EB),X,MBA,3.139522254027642,2.341805954214798,2.74066410412122,0.1455333943720598,9.771197,1657.227549581429,732887332911040.1,58098680728234.55,1.34416,17.744,1
377,2306 Bauschinger (1939 PM),X,MBA,2.907570279372385,2.554961661884553,2.731265970628469,0.06455039920676348,10.067839,1648.710552200188,735368330581422.5,56525070907338.945,1.54943,17.764,1
378,3000 Leonardo (1981 EG19),B,MBA,2.775486004665668,1.926767242904224,2.351126623784946,0.1804919295233745,8.671936,1316.777678576779,739388842648640.9,66784178172498.44,0.92691,9.838,1
379,4997 Ksana (1986 TM),B,MBA,3.818543781527611,1.923801586438888,2.87117268398325,0.3299596373388625,13.147673,1776.99987454028,744360266929839.1,43763229279593.37,1.05815,9.86,1
380,3074 Popov (1979 YE9),B,MBA,2.597655893936903,2.080583770428851,2.339119832182877,0.1105270701384968,8.985529,1306.703738242914,747762619422603.9,64959756021242.336,1.09444,9.875,1
381,1094 Siberia (1926 CB),Xk,MBA,2.884494635935686,2.205693948724386,2.545094292330036,0.133354722702603,10.261839,1483.044704113205,748485472708209.0,56526150797948.27,1.24773,17.869,1
382,6233 Kimura (1986 CG),Ch,MBA,3.290057346498533,2.296395717524208,2.793226532011371,0.1778698608198457,9.763783,1705.130664988026,752357189826057.4,59672936528647.086,1.31533,9.886,1
383,1847 Stobbe (A916 CA),Xc,MBA,2.664589318452759,2.555359559887737,2.609974439170248,0.02092544603612062,10.587347,1540.113784686905,763585151394680.5,55823611707974.4,1.54655,17.427,1
384,5553 Chodas (1984 CM1),Ch,MBA,3.307258312090705,2.161796824303147,2.734527568196926,0.2094441286878019,9.72805,1651.664696244893,774954089215917.5,61737680523672.74,1.17049,9.984,1
385,10473 Thirouin (1981 EL21),K,MBA,2.97011992348175,2.463611222378431,2.71686557293009,0.09321563535384242,9.843786,1635.688697641579,777157520189870.9,61141563896673.41,1.45531,7.984,1
386,941 Murray (1920 HV),X,MBA,3.33002668848093,2.237248518707363,2.783637603594146,0.1962859979263475,9.641494,1696.357834389631,793073071935587.2,63737679741432.33,1.24363,18.217,1
388,2560 Siegma (1932 CW),Xc,MBA,2.845612081500357,2.652906027556219,2.749259054528288,0.03504690720700419,10.318338,1665.029463455068,838047739928558.9,62813652429141.64,1.67497,17.976,1
389,4719 Burnaby (1990 WT2),C,MBA,3.169923522001191,2.232623111196656,2.701273316598924,0.1734923313840482,9.668615,1621.627944912243,850395434078681.9,68182958685663.04,1.26071,10.298,1
391,2346 Lilio (1934 CB),C,MBA,2.742565888877682,1.999865224003077,2.371215556440379,0.1566075810479102,8.984764,1333.690261925065,880978711804459.0,76527486958496.94,1.00327,10.42,1
393,5329 Decaro (1989 YP),Cb,MBA,3.310749064933737,1.904805071624069,2.607777068278903,0.2695675198642595,9.553167,1538.169231850395,904292641392269.9,73514693793861.47,0.961449,10.516,1
394,3214 Makarenko (1978 TZ6),Xc,MBA,3.196392785874878,2.827510906112813,3.011951845993845,0.06123635081561979,11.060076,1909.283692656656,904927182783155.5,63109694297882.28,1.8157,18.442,1
395,1638 Ruanda (1935 JF),X,MBA,3.266393952951157,2.234762751155125,2.75057835205314,0.1875298700409646,9.424831,1666.228113372916,913215730475030.9,75165260846141.58,1.21776,19.094,1
396,3670 Northcott (1983 BN),X,MBA,2.785616993426876,2.698017568322528,2.741817280874702,0.01597470147179193,10.422183,1658.273615732232,923585445773424.1,68528184132053.52,1.68413,19.166,1
398,1386 Storeria (1935 PA),Ch,MBA,3.042025100561482,1.687093208735572,2.364559154648527,0.286508351707384,8.774693,1328.078364837594,931106818766934.0,83056560393719.33,0.682309,10.614,1
399,2349 Kurchenko (1970 OG),Xc,MBA,3.100617243303377,2.434986387235838,2.767801815269608,0.1202453969780889,11.195734,1681.90286982973,958809722540691.5,66183097745084.27,1.44569,18.801,1
400,1373 Cincinnati (1935 QN),Xk,OMB,4.4958359507452,2.345691216026958,3.420763583386079,0.3142784764724809,15.198236,2310.909921264316,964955901612339.5,48895205683888.836,1.63428,19.448,1
401,7404 (1988 AA5),Cb,MBA,3.586863225597769,2.004335726631156,2.795599476114462,0.2830390248116176,9.194039,1707.303979037985,965203773538088.4,81569192498781.53,1.01504,10.747,1
402,5344 Ryabov (1978 RN),B,MBA,3.149188353553929,2.256152415806686,2.702670384680308,0.165213624052953,9.688684,1622.886139073027,987732138881662.4,79020674159846.3,1.27118,10.835,1
403,4390 Madreteresa (1976 GO8),Cgh,MBA,2.972893942929726,1.827434763762715,2.40016435334622,0.2386209880940141,9.007753,1358.188031208803,990487511678770.0,85816607656285.81,0.851237,10.835,1
404,3985 Raybatson (1985 CX),X,MBA,3.126098145033434,2.574187709615576,2.850142927324505,0.09682153658447372,11.257668,1757.512351398528,992452884323315.1,68077794551000.37,1.56976,19.631,1
405,4342 Freud (1987 QO9),Xc,MBA,3.017256269297544,2.514106100117458,2.765681184707501,0.09096315438709894,10.097862,1679.970283106922,1017970961306789.0,77993198510420.72,1.49935,19.18,1
406,4284 Kaho (1988 FL3),Ch,MBA,3.058064681350899,1.742412234352048,2.400238457851473,0.274067029193535,8.920063,1358.2509322944,1019004294632454.5,89245150144635.89,0.728648,10.938,1
407,6283 (1980 VX1),Ch,MBA,3.364388245552724,2.209454704133006,2.786921474842865,0.2072059711486553,9.633512,1699.36052229993,1035018132651616.5,83256877910381.6,1.23968,10.995,1
408,1352 Wawel (1935 CE),X,MBA,2.961520480449825,2.592784776201142,2.777152628325483,0.06638736749427712,10.120498,1690.433340662563,1046173872798644.4,79959339158364.81,1.59983,19.979,1
409,4036 Whitehouse (1987 DW5),Cg,MBA,3.225089309610488,2.374861629425321,2.799975469517904,0.1518277016068925,9.79158,1711.314249783527,1046640010318291.2,82756447297807.03,1.39022,11.036,1
410,3627 Sayers (1973 DS),B,MBA,2.694157175936786,2.003392388461253,2.348774782199019,0.1470478976338485,9.288412,1314.802405598165,1051122664504672.0,88149368675289.7,1.01247,11.062,1
411,4944 Kozlovskij (1987 RP3),Cb,MBA,2.915349773013349,2.571743154471344,2.743546463742347,0.06262088560973506,10.109272,1659.842599050663,1070674165124527.1,81946078862791.42,1.57327,11.125,1
412,3628 Boznemcova (1979 WD),O,MBA,3.295131357505443,1.78475067288383,2.539941015194636,0.2973259370170593,8.649625,1478.542707596173,1081613171921288.4,97877378661606.61,0.776509,6.914,1
413,2354 Lavrov (1978 PZ3),L,MBA,3.012213616291818,2.448710706530699,2.730462161411259,0.1031881924102307,9.851769,1647.982784613866,1087857043114659.9,85506981402135.86,1.4462,13.341,1
414,8450 Egorov (1977 QL1),C,MBA,2.991955189317418,2.508167563398338,2.750061376357878,0.08795942339290591,10.021225,1665.758380002055,1091362292510227.5,84279279876175.84,1.51046,11.191,1
415,2085 Henan (1965 YA),L,MBA,2.931939080215165,2.465649088854664,2.698794084534915,0.08638858259555883,9.893196,1619.39595897203,1091530577983327.0,85445149681497.22,1.47927,13.356,1
416,6906 Johnmills (1990 WC),C,MBA,3.482646685242621,1.99164175034298,2.7371442177928,0.2723650667011565,9.449435,1654.035962232558,1097224041502945.8,90125464386272.48,1.00477,11.211,1
417,1407 Lindelof (1936 WC),X,MBA,3.54443341861065,1.982135616689397,2.763284517650023,0.2826885526883557,9.097969,1677.787028731837,1099037216963444.0,93946117935514.05,0.993047,20.31,1
418,5492 Thoma (3227 T-1),L,MBA,3.1617896621536,2.405279208181594,2.783534435167597,0.1358902631873594,11.151095,1696.263528500016,1101860452153812.2,76358452981566.45,1.40922,13.398,1
419,1181 Lilith (1927 CQ),X,MBA,3.185120850783364,2.139914070914782,2.662517460849073,0.1962816761275374,9.366496,1586.854558326577,1128848527178153.2,93591561391325.0,1.15313,20.492,1
420,1420 Radcliffe (1931 RJ),X,MBA,2.959228500111106,2.539552145871208,2.749390322991157,0.07632171225934142,10.017344,1665.148714749454,1134145168541568.5,87615894211576.48,1.53132,20.524,1
421,3256 Daguerre (1981 SJ1),X,MBA,3.053191063493824,2.502532666952298,2.777861865223061,0.09911551100423555,10.196639,1691.080943297903,1138627075776378.0,86369679063447.33,1.53338,20.551,1
422,2559 Svoboda (1981 UH),Xk,MBA,3.218832571139652,2.356321862751784,2.787577216945718,0.1547061554285663,10.021706,1699.960328106634,1194878323792337.0,92262776082027.14,1.39177,20.884,1
423,2996 Bowman (1954 RJ),Xc,MBA,2.869445873191267,2.692879679777787,2.781162776484527,0.03174323252604885,10.27893,1694.096085716503,1221422871200921.5,91881432689601.56,1.67835,20.381,1
424,3710 Bogoslovskij (1978 RD6),Cgh,MBA,3.175507903204577,2.303131099758966,2.739319501481772,0.1592323938433831,10.429008,1656.008115648013,1223323002370686.0,90742557394874.95,1.32081,11.625,1
425,3827 Zdenekhorsky (1986 VU),C,MBA,3.092902373201234,2.389142324409464,2.741022348805349,0.1283754671133014,9.779704,1657.552495837955,1278755258835416.0,101273655566113.5,1.3882,11.798,1
426,687 Tinette (1909 HG),X,MBA,3.462719964777413,1.97901581426223,2.720867889519822,0.2726527363254354,9.918069,1639.304420005829,1309773653679571.2,102345492353293.4,1.0168,21.533,1
427,2809 Vernadskij (1978 QW2),B,MBA,2.866996001382276,1.990550518310433,2.428773259846354,0.1804296633122697,8.844682,1382.543758834628,1346527790114186.8,118923067350777.67,0.982494,12.014,1
428,2879 Shimizu (1932 CB1),X,MBA,3.16120594937598,2.377373407476823,2.769289678426402,0.1415223094942808,10.223622,1683.259240925358,1352007332491628.8,102302041319010.77,1.38849,21.762,1
429,2973 Paola (1951 AJ),B,MBA,2.845348850714789,2.091258122472927,2.468303486593858,0.1527548642898997,9.053781,1416.433735482802,1368501828209340.0,117793003667632.44,1.10565,12.079,1
430,3123 Dunham (1981 QF2),C,MBA,2.795402397685713,2.13007596857923,2.462739183132471,0.1350785405258025,9.137248,1411.646829999144,1369254155215171.2,116707009884397.08,1.12248,12.07,1
431,6907 Harryford (1990 WE),C,MBA,3.27973535459582,2.197478933054831,2.738607143825325,0.1975924922238533,9.735438,1655.362192437898,1392182957674705.5,110811798552950.06,1.21435,12.137,1
432,1705 Tapio (1941 SL1),B,MBA,2.862996940100262,1.735866343890864,2.299431641995563,0.2450889549452354,8.463525,1273.588655182837,1428148613330225.2,132689350370060.03,0.731415,12.252,1
433,7817 Zibiturtle (1988 RH10),C,MBA,2.908991049138216,2.657695895860657,2.783343472499436,0.04514267745976332,10.158486,1696.088974819533,1430029585446384.0,108871791195463.9,1.64121,12.246,1
434,5364 (1980 RC1),C,MBA,2.948708669820439,1.967018032931756,2.457863351376097,0.1997040714934495,8.827302,1407.456651491646,1430730351320288.8,126609148321050.78,0.965319,12.248,1
435,5956 d'Alembert (1988 CF5),C,MBA,3.502643730810891,1.918491934861177,2.710567832836034,0.292217700062543,9.161923,1630.004663879526,1440917197608983.2,122315661993479.22,0.917839,12.277,1
436,1327 Namaqua (1934 RT),X,MBA,3.228374498033049,2.335989225257079,2.782181861645064,0.1603750791920402,9.774776,1695.027307544469,1458305281991567.2,115531005692154.44,1.33282,22.318,1
437,3684 Berry (1983 AK),C,MBA,2.639800416202942,1.935117636464085,2.287459026333514,0.1540317819087603,8.859584,1263.654686184186,1473911326031257.2,130100768421232.8,0.956195,12.37,1
438,789 Lena (1914 UU),X,MBA,3.081980977798687,2.287983852445768,2.684982415122227,0.1478589060548417,10.055435,1606.980457806628,1490889343449467.0,114816436137282.36,1.2851,22.483,1
440,3262 Miune (1983 WB),X,MBA,3.207566628983911,2.80712981593606,3.007348222459986,0.06657639611822161,10.832865,1904.907993290741,1519719932379610.0,108229542763913.83,1.83709,22.627,1
441,2778 Tangshan (1979 XP),Cb,MBA,2.559075285157368,2.003643162240148,2.281359223698758,0.1217327190622573,8.874416,1258.603511592068,1535215199353143.0,135258815123363.75,1.01076,12.545,1
442,1541 Estonia (1939 CK),Xc,MBA,2.960891255736934,2.573774527462566,2.76733289159975,0.06994401169614657,10.134328,1681.475463509018,1536234886897777.0,117261416421408.72,1.5737,22.0,1
443,2390 Nezarka (1980 PA1),X,MBA,2.997820690234956,2.243313356889888,2.620567023562422,0.1439587933758291,9.915196,1549.49912168065,1556891992316490.5,121699631096931.69,1.23004,22.81,1
444,8008 (1988 TQ4),C,MBA,3.006306810082492,2.558889643954882,2.782598227018687,0.08039557449998427,10.00589,1695.407823871561,1578525695148691.2,122057074515358.06,1.56211,12.656,1
445,2316 Jo-Ann (1980 RH),C,MBA,2.858547691625943,2.043756013964563,2.451151852795253,0.1662058751546144,8.952947,1401.69573810829,1581895678496144.2,137840219499128.86,1.02739,12.665,1
446,7081 Ludibunda (1987 QF7),K,MBA,3.400662477881272,2.091433007977703,2.746047742929487,0.238384324029793,9.360095,1662.113023082019,1594423266316737.2,132231378416257.83,1.09574,10.145,1
447,1740 Paavo Nurmi (1939 UA),C,MBA,2.937596010464766,1.995158090508247,2.466377050486507,0.1910571458996138,8.862606,1414.775833632592,1618521519667528.0,142587533133873.22,0.996427,12.762,1
448,6704 (1988 CJ),K,MBA,2.871853520053766,2.64778624370603,2.759819881879898,0.04059454709687581,10.185365,1674.632576958586,1626222207286025.5,123498033737970.14,1.63997,10.212,1
449,6230 Fram (1984 SG1),C,MBA,3.016078865676294,2.544112792033046,2.78009582885467,0.08488305848034122,10.024325,1693.121310820903,1646070235897002.5,127044375627693.56,1.54897,12.834,1
450,1104 Syringa (1928 XA),Xk,MBA,3.533106706707194,1.725427550396491,2.629267128551843,0.3437610307223411,8.532532,1557.221870750714,1647461329846526.8,151327272313968.4,0.748952,23.244,1
451,4107 Rufino (1989 GT),C,MBA,3.071865091234424,2.037774508748784,2.554819799991604,0.2023803366658263,10.412845,1491.553504450259,1653777747535114.8,123084609443999.53,1.0906,12.854,1
452,2852 Declercq (1981 QU2),Ch,MBA,3.021075590845365,2.549855895488245,2.785465743166805,0.08458544078545897,9.996835,1698.029220060042,1660348018370091.2,128501196877169.53,1.54814,12.871,1
453,2328 Robeson (1972 HW),C,MBA,2.683363054260837,2.000462627715708,2.341912840988273,0.1457997100901819,9.310085,1309.044826695273,1669653286523215.2,139686362573097.72,1.01049,12.895,1
454,2446 Lunacharsky (1971 TS2),B,MBA,2.734757751166218,1.975097379357832,2.354927565262025,0.1612916641289263,8.797416,1319.972115528766,1687967639086175.0,150048157684262.7,0.961447,12.954,1
455,3844 Lujiaxi (1966 BZ),L,MBA,3.016752739280062,2.448204985192428,2.732478862236245,0.1040351605176439,9.870688,1649.808905053777,1718668141610776.8,134821738202187.92,1.44814,15.538,1
456,7402 (1987 YH),Ch,MBA,3.344648519728054,2.21424429932433,2.779446409526192,0.2033506054531957,9.707204,1692.528085861667,1776339111063360.2,141772195871502.9,1.2456,13.164,1
457,4424 Arkhipova (1967 DB),Xk,MBA,2.974051042990479,2.540211747243568,2.757131395117023,0.07867584702623448,10.991795,1672.186150525446,1817805426492238.2,127814618455308.52,1.5547,24.019,1
458,1715 Salli (1938 GK),X,MBA,2.976438449555971,1.820341755884757,2.398390102720364,0.2410151485281556,9.071064,1356.682308963733,1851156036177072.0,159191107034033.0,0.816384,24.165,1
459,5576 Albanese (1986 UM1),Xk,MBA,2.960630566955788,2.557555000391524,2.759092783673656,0.07304494596002299,10.143944,1673.970826087253,1889800904211209.2,144120264448406.16,1.5812,24.332,1
460,1923 Osiris (4011 P-L),C,MBA,2.588553226346445,2.281502612832184,2.435027919589314,0.06304868437936574,9.529713,1387.887756427286,1899302894086544.2,154894157163559.1,1.30445,13.461,1
462,7512 Monicalazzarin (1983 CA1),Ch,MBA,3.220470472530172,2.345686205789655,2.783078339159914,0.1571612725433692,9.894155,1695.846633712917,2017220562208841.0,157824388849020.44,1.35543,13.734,1
463,3224 Irkutsk (1977 RL6),X,MBA,3.248109172490111,2.314828279635059,2.781468726062585,0.1677676409067869,9.665564,1694.375639060817,2025259464306352.5,162324872368314.12,1.30418,24.9,1
464,2204 Lyyli (1943 EQ),X,MCA,3.644866948733587,1.537694920574909,2.591280934654248,0.4065888804217663,9.773667,1523.597237200012,2089366077896068.8,166131525613573.47,0.687971,25.16,1
465,5333 Kanaya (1990 UH),Ch,MBA,2.739073522839421,1.951544017391276,2.345308770115348,0.1678946319314305,9.302432,1311.893161523321,2099388209093681.5,175800777900773.3,0.979082,13.918,1
466,5243 Clasien (1246 T-2),C,MBA,3.272699054754028,2.276218438746617,2.774458746750323,0.1795810835491015,9.767646,1687.974316975244,2112538633530047.0,167513126227346.84,1.27306,13.947,1
467,1196 Sheba (1931 KE),X,MBA,3.128846768219115,2.177780885053499,2.653313826636307,0.1792222754839584,10.728407,1578.633654299618,2117895719216332.0,152788387153641.4,1.25425,25.274,1
468,715 Transvaalia (1911 LX),X,MBA,2.997720190387275,2.538848155018627,2.768284172702951,0.08288022593442879,10.868593,1682.342558299591,2164489460869505.0,153916886690669.6,1.56439,25.458,1
469,3611 Dabu (1981 YY1),Ch,MBA,3.386369502653851,2.186290561388752,2.786330032021302,0.215351183720781,9.675726,1698.819591420694,2179578990751964.0,174543481867328.34,1.21705,14.093,1
470,5234 Sechenov (1989 VP),B,MBA,3.211318050112914,2.308043537070106,2.75968079359151,0.1636556146530386,14.839177,1674.505982368679,2188355161106965.0,113951353840407.08,1.3167,14.125,1
472,1222 Tina (1932 LA),X,MBA,3.491869676276448,2.09587970406819,2.793874690172319,0.2498304553741738,10.856813,1705.724203565156,2247925457518691.0,160121955966574.38,1.14765,25.781,1
473,4265 Kani (1989 TX),C,MBA,2.912465368296706,1.945100111697408,2.428782739997057,0.1991461073625035,8.812136,1382.551853498831,2250391880722088.0,199571556128551.34,0.948288,14.244,1
